0,3162,0
1,1388,3162
2,1488,2876
3,1576,1576
4,1627,1627
5,1571,1571
6,1441,2776
7,1335,1249
8,1249,2586
9,1286,1268
10,1300,2555
11,1268,1316
12,1239,2849
13,1316,1610
14,1316,1819
15,1445,1960
16,1404,1890
17,1610,1990
18,1819,2259
19,1960,2544
20,1890,0
21,1990,2802
22,2259,2764
23,2544,0
24,2802,2578
25,2764,2506
26,2578,2515
27,2506,2225
28,2515,2155
29,2225,1980
30,2155,1940
31,1980,1844
32,1940,1919
33,1844,1833
34,1919,1799
35,1833,1778
36,1799,1772
37,1778,1869
38,1772,1762
39,1869,1717
40,1762,1774
41,1717,3637
42,1774,1735
43,1847,1812
44,1790,1721
45,1735,1752
46,1812,1751
47,1721,1752
48,1752,1741
49,1751,3446
50,1752,1735
51,1741,1662
52,1767,1778
53,1679,1790
54,1735,1809
55,1662,1799
56,1778,1814
57,1790,1716
58,1809,3669
59,1799,1593
60,1814,1651
61,1716,1499
62,1855,2977
63,1814,1461
64,1593,1446
65,1651,2892
66,1499,1330
67,1507,2811
68,1470,1358
69,1461,1320
70,1446,2671
71,1474,2521
72,1418,1335
73,1330,1332
74,1460,2774
75,1351,1315
76,1358,2608
77,1320,1293
78,1377,2453
79,1294,2424
80,1223,1204
81,1298,2314
82,1335,2310
83,1332,2159
84,1386,1173
85,1388,2209
86,1315,2348
87,1308,1211
88,1300,2443
89,1293,1303
90,1239,2645
91,1214,1403
92,1235,2881
93,1189,1599
94,1204,1521
95,1176,1632
96,1138,3293
97,1162,1599
98,1148,1623
99,1058,1599
100,1101,1592
101,1173,3010
102,1098,1388
103,1111,2828
104,1154,1371
105,1194,1379
106,1211,2784
107,1153,1441
108,1290,2814
109,1303,1440
110,1347,1403
111,1298,2920
112,1403,1677
113,1438,1785
114,1443,2078
115,1599,2353
116,1521,0
117,1632,2512
118,1630,2579
119,1663,2409
120,1599,2475
121,1623,0
122,1599,2481
123,1592,2402
124,1539,2438
125,1471,2461
126,1388,0
127,1411,2559
128,1417,2616
129,1371,2574
130,1379,0
131,1376,2694
132,1408,2735
133,1441,0
134,1410,2917
135,1404,2924
136,1440,0
137,1403,3295
138,1443,0
139,1477,3423
140,1677,3604
141,1785,0
142,2078,4140
143,2353,0
144,2512,0
145,2579,4940
146,2409,0
147,2475,0
148,2481,5179
149,2402,0
150,2438,4450
151,2461,0
152,2559,3580
153,2616,3514
154,2574,0
155,2694,3444
156,2735,0
157,2917,3482
158,2924,0
159,3295,3246
160,3423,3353
161,3604,0
162,4140,3263
163,4940,0
164,5179,3269
165,4450,3311
166,3580,0
167,3514,3140
168,3444,0
169,3482,3094
170,3246,3188
171,3353,0
172,3263,3161
173,3269,2960
174,3311,0
175,3140,3096
176,3094,0
177,3188,3390
178,3161,3688
179,2960,0
180,3096,3328
181,3390,0
182,3688,2783
183,3328,2422
184,2783,2297
185,2422,2215
186,2297,2150
187,2215,2082
188,2150,2182
189,2082,2014
190,2182,2054
191,2014,2078
192,2054,1950
193,2078,1989
194,1950,1980
195,1989,0
196,1980,2136
197,2136,2112
198,2112,2052
199,2052,2194
200,2194,2079
201,2079,2052
202,2052,2055
203,2055,2186
204,2186,2125
205,2125,2145
206,2145,2131
207,2131,2144
208,2144,0
209,2159,2159
210,2205,2205
211,2035,2035
212,2010,2010
213,2068,2068
214,2061,2061
215,2002,2002
216,1971,1971
217,1946,1946
218,1920,1920
219,1825,1825
220,1767,1767
221,1758,3497
222,1739,1641
223,1641,1626
224,1626,1659
225,1659,1815
226,1815,1811
227,1811,1823
228,1823,1904
229,1904,1966
230,1966,1979
231,1979,2124
232,2124,2149
233,2149,2379
234,2379,2408
235,2408,2431
236,2431,0
237,2230,2230
238,2145,2145
239,2132,2132
240,2350,2350
241,2293,2293
242,2017,2017
243,1752,1752
244,1704,1704
245,1595,1595
246,1788,3296
247,1508,1628
248,1628,1338
249,1338,2404
250,1280,1385
251,1124,0
252,1385,3219
253,3219,3680
254,2202,0
255,1478,0
