0,3840,0
1,8880,3840
2,43481,8880
3,49599,0
4,46265,0
5,42993,0
6,33588,0
7,28930,0
8,28570,0
9,31274,43481
10,27464,0
11,23920,0
12,23196,0
13,21977,0
14,23794,0
15,23487,0
16,23327,49599
17,23745,0
18,21831,0
19,21898,0
20,22332,0
21,20973,0
22,19184,0
23,18584,46265
24,19551,0
25,21580,0
26,20264,0
27,16858,0
28,15836,0
29,14191,42993
30,13768,0
31,13671,0
32,13312,0
33,12283,0
34,11276,33588
35,11201,0
36,11309,0
37,11025,0
38,10767,0
39,10976,28930
40,10581,0
41,9615,0
42,10011,0
43,10740,28570
44,10070,0
45,10186,0
46,10633,0
47,10704,0
48,10764,31274
49,10542,0
50,9877,0
51,9642,0
52,9477,27464
53,9942,0
54,9657,0
55,9251,23920
56,9307,0
57,9332,0
58,9092,0
59,9095,23196
60,9107,0
61,8830,0
62,8857,21977
63,8809,0
64,8590,0
65,8255,0
66,7908,23794
67,7839,0
68,7398,0
69,7119,23487
70,6719,0
71,6606,0
72,6504,0
73,6157,23327
74,6119,0
75,6195,0
76,6073,23745
77,5875,0
78,5628,0
79,5374,21831
80,5351,0
81,5313,0
82,5247,0
83,5276,21898
84,5432,0
85,5245,0
86,5210,22332
87,5113,0
88,4972,0
89,4867,20973
90,4818,0
91,4880,0
92,4676,19184
93,4556,0
94,4449,0
95,4332,18584
96,4168,0
97,4075,0
98,4169,19551
99,3778,0
100,3893,0
101,3806,21580
102,3807,0
103,3681,0
104,3791,20264
105,3779,0
106,3844,16858
107,3746,0
108,3727,0
109,3761,15836
110,3694,0
111,3525,14191
112,3667,0
113,3578,13768
114,3628,0
115,3518,13671
116,3588,0
117,3718,13312
118,3660,0
119,3580,12283
120,3607,11276
121,3688,0
122,3538,11201
123,3628,0
124,3634,11309
125,3455,11025
126,3457,0
127,3379,10767
128,3451,0
129,3205,10976
130,3180,10581
131,3290,0
132,3138,9615
133,3323,10011
134,3252,0
135,3184,10740
136,3215,10070
137,3320,0
138,3218,10186
139,3254,10633
140,3232,0
141,3265,10704
142,3189,0
143,3245,10764
144,3236,10542
145,3228,0
146,3178,9877
147,3081,9642
148,2987,9477
149,2977,0
150,2976,9942
151,2902,9657
152,2891,0
153,2859,9251
154,2807,9307
155,2796,0
156,2777,9332
157,2832,9092
158,2770,9095
159,2793,0
160,2863,9107
161,2614,8830
162,2681,8857
163,2745,0
164,2584,8809
165,2639,8590
166,2536,8255
167,2569,7908
168,2611,7839
169,2570,7398
170,2513,0
171,2556,7119
172,2553,6719
173,2589,13110
174,2497,6157
175,2511,6119
176,2471,6195
177,2465,6073
178,2494,5875
179,2527,5628
180,2444,10725
181,2372,5313
182,2414,5247
183,2352,5276
184,2295,10677
185,2204,5210
186,2408,5113
187,2218,9839
188,2349,4818
189,2313,4880
190,2414,9232
191,2380,4449
192,2368,8500
193,2301,8244
194,2329,3778
195,2560,7699
196,2724,7488
197,2706,7570
198,2821,7590
199,2801,3727
200,2933,7455
201,3116,7192
202,3197,7206
203,3041,7106
204,2833,7378
205,2814,7187
206,2964,3688
207,3079,7166
208,3204,7089
209,3207,6836
210,3151,6656
211,3113,6470
212,3142,6461
213,3233,6436
214,3141,6535
215,3120,9704
216,3233,6454
217,3081,6481
218,2719,6406
219,2716,6068
220,2390,5953
221,2377,8652
222,2247,5603
223,2021,5609
224,1981,8426
225,1850,5295
226,1701,7968
227,1739,7716
228,1570,5083
229,1670,7698
230,1599,5008
231,1362,7430
232,1393,7343
233,1438,7061
234,1334,6830
235,1242,7076
236,1229,4748
237,1337,7190
238,1172,8251
239,1028,5734
240,726,6313
241,635,5874
242,605,8857
243,719,6411
244,738,6264
245,924,6375
246,1039,6261
247,1019,6314
248,1346,7825
249,1566,6645
250,976,7271
251,373,6201
252,21,6636
253,0,7884
254,0,6340
255,0,0
