0,456,0
1,104,1962
2,112,3598
3,123,1701
4,166,2681
5,179,4531
6,213,0
7,273,6603
8,336,0
9,350,8441
10,507,0
11,646,0
12,910,10374
13,1185,0
14,1701,0
15,2681,11441
16,4531,0
17,6603,0
18,8441,12333
19,10374,0
20,11441,0
21,12333,0
22,13098,13098
23,12901,0
24,12169,0
25,11216,0
26,10203,12901
27,9286,0
28,8298,0
29,8006,12169
30,7591,0
31,6766,0
32,6202,11216
33,5635,0
34,5122,0
35,4699,10203
36,4655,0
37,4498,9286
38,4527,0
39,4738,0
40,4783,8298
41,4936,0
42,4981,8006
43,4923,0
44,4868,7591
45,4570,0
46,4234,6766
47,3927,0
48,3755,6202
49,3357,5635
50,3178,0
51,2942,5122
52,2721,4699
53,2647,4655
54,2410,4498
55,2472,0
56,2387,4527
57,2352,4738
58,2285,4783
59,2185,0
60,2155,4936
61,2181,4981
62,2305,4923
63,2276,0
64,2328,4868
65,2297,4570
66,2407,4234
67,2387,3927
68,2508,3755
69,2625,3357
70,2732,3178
71,3010,2942
72,3424,5368
73,4479,2410
74,5149,4859
75,5599,2352
76,6098,4470
77,6273,4336
78,6505,2305
79,7708,4604
80,8649,2297
81,8616,4794
82,9529,2508
83,10226,5357
84,10183,3010
85,11807,3424
86,11625,4479
87,11117,0
88,10262,5149
89,9339,5599
90,7928,0
91,7617,6098
92,7428,0
93,7482,6273
94,7303,0
95,6881,6505
96,6336,0
97,6794,7708
98,7002,0
99,6632,8649
100,6006,0
101,5573,8616
102,6153,0
103,5902,0
104,5351,9529
105,5469,0
106,5229,0
107,4942,10226
108,5006,0
109,5097,0
110,4647,10183
111,4967,0
112,4895,0
113,5210,11807
114,5331,0
115,4745,0
116,4751,11625
117,4499,0
118,4775,0
119,4613,11117
120,4681,0
121,4462,0
122,4406,10262
123,4356,0
124,4166,0
125,4139,9339
126,3952,0
127,3830,7928
128,3723,0
129,3733,7617
130,3460,0
131,3565,7428
132,3249,0
133,3199,7482
134,3176,0
135,3202,7303
136,3132,0
137,3022,6881
138,3016,0
139,3033,6336
140,2974,0
141,2947,6794
142,2956,7002
143,2965,0
144,2882,6632
145,2846,0
146,2873,6006
147,2769,5573
148,2768,0
149,2851,6153
150,2733,0
151,2748,5902
152,2797,5351
153,2731,0
154,2774,5469
155,2791,5229
156,2728,0
157,2817,4942
158,2749,5006
159,2830,5097
160,2828,0
161,2776,4647
162,2942,4967
163,2759,4895
164,2840,0
165,2882,5210
166,2956,5331
167,2765,0
168,2853,4745
169,2899,4751
170,2829,4499
171,2833,4775
172,2859,0
173,2903,4613
174,2818,4681
175,2779,4462
176,2744,4406
177,2647,0
178,2664,4356
179,2601,4166
180,2653,4139
181,2558,3952
182,2523,3830
183,2491,3723
184,2508,3733
185,2407,3460
186,2354,3565
187,2284,3249
188,2220,3199
189,2314,3176
190,2186,6334
191,2234,3022
192,2138,3016
193,2075,3033
194,2118,2974
195,2043,5903
196,2086,2965
197,2017,2882
198,2052,2846
199,1867,5642
200,1892,2768
201,1841,2851
202,1835,5481
203,1768,2797
204,1731,2731
205,1844,2774
206,1564,5519
207,1571,2817
208,1531,2749
209,1559,5658
210,1419,2776
211,1417,2942
212,1440,5599
213,1325,2882
214,1298,2956
215,1288,2765
216,1189,5752
217,1201,2829
218,1146,2833
219,1123,2859
220,1061,5721
221,1079,2779
222,977,2744
223,980,5311
224,884,2601
225,876,5211
226,915,2523
227,861,2491
228,788,4915
229,802,2354
230,741,4504
231,761,4500
232,706,2234
233,699,4213
234,689,4161
235,708,4103
236,665,3919
237,638,1892
238,578,3676
239,653,5343
240,688,3135
241,677,3090
242,658,4276
243,652,3911
244,698,3536
245,735,3263
246,742,3717
247,795,4107
248,851,3563
249,1011,3222
250,1008,3420
251,1209,3399
252,1400,3617
253,1315,3315
254,2000,0
255,6231,6231
